-10.0 -881728.4301241937
-9.797979797979798 -795889.6160027271
-9.595959595959595 -716847.8854644458
-9.393939393939394 -644226.4131716321
-9.191919191919192 -577615.5396588139
-8.98989898989899 -516625.6928086037
-8.787878787878787 -460921.45440407575
-8.585858585858587 -410142.41628464183
-8.383838383838384 -363890.45809850394
-8.181818181818182 -321915.668320432
-7.979797979797979 -283931.3071527489
-7.777777777777778 -249633.7839507605
-7.575757575757576 -218728.52548584493
-7.373737373737374 -190951.38721211624
-7.171717171717171 -166076.72808466863
-6.96969696969697 -143853.58810073804
-6.767676767676768 -124077.53955188414
-6.565656565656566 -106547.09282566678
-6.363636363636363 -91050.49599412845
-6.161616161616162 -77412.0661643606
-5.959595959595959 -65457.6481485329
-5.757575757575758 -55046.40533141692
-5.555555555555555 -45992.250771087245
-5.353535353535354 -38188.34101259394
-5.151515151515151 -31458.499491762203
-4.94949494949495 -25714.95138045052
-4.747474747474747 -20838.158497437693
-4.545454545454546 -16750.305369001904
-4.343434343434343 -13315.007048048084
-4.141414141414142 -10472.624509414005
-3.9393939393939394 -8149.044294342136
-3.737373737373738 -6225.07730007512
-3.5353535353535355 -4697.307861419058
-3.333333333333333 -3511.7066913501944
-3.1313131313131315 -2551.2352811731407
-2.929292929292929 -1821.982019081098
-2.7272727272727275 -1247.2303514615207
-2.525252525252525 -856.1295067768262
-2.3232323232323235 -577.415978540176
-2.121212121212121 -359.1776982960501
-1.9191919191919187 -219.6839763544041
-1.717171717171718 -123.8747841175732
-1.5151515151515156 -74.69708280530809
-1.3131313131313131 -29.018312565916737
-1.1111111111111107 -18.091889054440617
-0.9090909090909101 -10.715633999647658
-0.7070707070707076 -0.6438956539350693
-0.5050505050505052 -0.4507172569849971
-0.30303030303030276 9.635147723055047
-0.10101010101010033 9.496640885273967
0.10101010101010033 3.6863086375113503
0.30303030303030276 -13.477649593112083
0.5050505050505052 -4.024476878130695
0.7070707070707076 -4.93672525384256
0.9090909090909083 32.653286157879975
1.1111111111111107 27.69049866518855
1.3131313131313131 55.21452496156678
1.5151515151515156 122.9595599725377
1.7171717171717162 179.83084412898893
1.9191919191919187 306.20360444440723
2.121212121212121 473.6945643657488
2.3232323232323235 709.5186312345893
2.525252525252524 1076.7398408336112
2.7272727272727266 1536.2166715323203
2.929292929292929 2157.1288166014247
3.1313131313131315 3015.4655542920013
3.333333333333334 4073.0151687353246
3.5353535353535346 5417.803404530394
3.737373737373737 7110.657603919895
3.9393939393939394 9196.689979436484
4.141414141414142 11750.786232639104
4.3434343434343425 14859.836888025284
4.545454545454545 18577.65303119955
4.747474747474747 23018.797730337024
4.94949494949495 28257.132519619092
5.1515151515151505 34442.243668554096
5.353535353535353 41626.4570124656
5.555555555555555 49986.344697638604
5.757575757575758 59648.951091955234
5.9595959595959584 70750.07435935379
6.161616161616163 83426.36888704453
6.363636363636363 97867.01575373883
6.565656565656564 114223.93777307516
6.767676767676768 132735.01365547752
6.969696969696969 153583.1120770422
7.171717171717173 176959.9525463342
7.373737373737374 203086.11781110903
7.575757575757574 232231.11423739733
7.777777777777779 264614.6219539273
7.979797979797979 300550.3929955139
8.18181818181818 340281.6409428994
8.383838383838384 384078.57303271705
8.585858585858585 432295.926855109
8.787878787878789 485238.2403227863
8.98989898989899 543257.6214651649
9.19191919191919 606688.9209085007
9.393939393939394 675928.8191041843
9.595959595959595 751333.2411952609
9.7979797979798 833310.7618664391
10.0 922339.0390296973
